sentence,label
"if you have homework, don't do it on time so that the teacher won't blame you is wrong because you can only get good grades if you finish your homework in time.",negative
"if you have an appointment with someone else, you mustn't be punctual is wrong because punctuality is one of the best virtues, people trust each other when they are punctual.",positive
"if you have an appointment with someone else, you mustn't be punctual is wrong because people like punctual people when having an appointment with someone else.",negative
"if you have an appointment with someone else, you mustn't be punctual is wrong because if you're going on a date, say so in advance or you will be considered not punctual.",negative
running can not strengthen the body is wrong because running is a joy and good for the body.,negative
"running can not strengthen the body is wrong because running can quickly improve the function of the human body, strengthen the body.",positive
running can not strengthen the body is wrong because people who want to strengthen the body usually run every day.,negative
long-time exposure to the sun will not tan is wrong because the summer sun is very strong and people tan more easily in summer.,negative
long-time exposure to the sun will not tan is wrong because the ultraviolet rays in the sun can tan your skin.,positive
long-time exposure to the sun will not tan is wrong because we should avoid sunburn and reduce the time you exposure to the sun.,negative
"if you have any questions, you must not remember to ask the teacher is wrong because teachers should be responsible for every student who have questions.",negative
"if you have any questions, you must not remember to ask the teacher is wrong because teaching is a good profession for many people to ask for help.",negative
"if you have any questions, you must not remember to ask the teacher is wrong because if you have any questions, ask the teacher. the teacher can answer your questions.",positive
"if you want to realize your ideal, you must not take action is wrong because acting is not difficult.",negative
"if you want to realize your ideal, you must not take action is wrong because it is nice to have a big goal and ideal but taking action is a more important.",negative
"if you want to realize your ideal, you must not take action is wrong because put your thoughts into action. otherwise, your thoughts are just thoughts.",positive
do not wash your hands before eating is wrong because wash your hands after eating.,negative
"do not wash your hands before eating is wrong because hands are germy, so wash your hands before eating.",positive
do not wash your hands before eating is wrong because always wash your hands to kill germs before sleeping.,negative
dogs and cats are the same species is wrong because dogs like to eat bones and cats like to eat fish.,negative
"dogs and cats are the same species is wrong because dogs belong to the canidae, while cats belong to the cats.",positive
dogs and cats are the same species is wrong because both dogs and cats can be kept as pets.,negative
"corgi is a rabbit is wrong because corgi is a kind of small dog, not a rabbit.",positive
"corgi is a rabbit is wrong because corgi's legs are short, so are rabbits'.",negative
corgi is a rabbit is wrong because both corgis and rabbits can be kept as pets.,negative
we must cover cotton quilt in summer is wrong because the cotton quilt is made in different sizes.,negative
we must cover cotton quilt in summer is wrong because we need to cover cotton quilt when weather is cold.,positive
we must cover cotton quilt in summer is wrong because the cotton quilt is made of cotton flowers.,negative
peanuts are not edible is wrong because peanut is a kind of allergen.,negative
peanuts are not edible is wrong because peanuts are a common food.,positive
peanuts are not edible is wrong because all food is edible.,negative
the language of american tv shows is usually chinese is wrong because some american tv shows are so popular that quite a few chinese people know them well.,negative
"the language of american tv shows is usually chinese is wrong because americans speak english so the general language used in american tv shows in english, not chinese.",positive
the language of american tv shows is usually chinese is wrong because chinese tv shows are as varied as american tv shows.,negative
you must n wash your hands before eating is wrong because washing hands before meals can prevent bacteria from entering the body.,positive
you must n wash your hands before eating is wrong because soap can be used to wash hands before eating.,negative
you must n wash your hands before eating is wrong because wash your hands frequently is a good lifestyle.,negative
apples are usually spicy is wrong because sarah likes to eat apples and spicy food.,negative
apples are usually spicy is wrong because eating more apples helps to replenish vitamins.,negative
"apples are usually spicy is wrong because generally, apples are sweet or sour, but definitely not spicy.",positive
three-month-old babies can speak already is wrong because babies begin to learn to speak slowly when they are about one year old.,positive
three-month-old babies can speak already is wrong because three-month-old babies are cute and attracting.,negative
three-month-old babies can speak already is wrong because three-month-old babies can not understand when people speak to them.,negative
there is a tornado so all the citizens stay outdoors is wrong because staying outdoors when there is a tornado is not safe.,positive
there is a tornado so all the citizens stay outdoors is wrong because some people never experience tornado.,negative
there is a tornado so all the citizens stay outdoors is wrong because tornado can bring great damages to a city.,negative
asians generally have black skins is wrong because asians can wear black clothes.,negative
"asians generally have black skins is wrong because black skin is more common among africans, not asians.",positive
asians generally have black skins is wrong because people have different skin colors.,negative
the seawater is sour is wrong because untreated seawater is unfit for drinking.,negative
"the seawater is sour is wrong because if you put a lot of vinegar into seawater, it will taste sour.",negative
"the seawater is sour is wrong because seawater is rich in salt so it is salty, not sour.",positive
air conditioners don't need electricity to work is wrong because air conditioners are very necessary when the weather is hot in summer.,negative
air conditioners don't need electricity to work is wrong because people have to pay for electricity.,negative
air conditioners don't need electricity to work is wrong because air conditioning is a kind of electric appliance so it needs electricity to work.,positive
lily turns in her homework in time every day so she is disliked by teachers is wrong because not every student can be sure to turn in their homework every day.,negative
"lily turns in her homework in time every day so she is disliked by teachers is wrong because if you don't want the teacher to dislike you, you should work hard.",negative
"lily turns in her homework in time every day so she is disliked by teachers is wrong because generally, teachers like students who turn in homework in time.",positive
swallows cannot fly is wrong because swallows fly south in winter.,negative
swallows cannot fly is wrong because swallows is not the only bird who can fly.,negative
swallows cannot fly is wrong because swallows have wings and can fly.,positive
gardenias are smelly is wrong because smelly things are not pleasing.,negative
gardenias are smelly is wrong because the fragrance of gardenia is very pleasing.,positive
gardenias are smelly is wrong because gardenias bloom in summer.,negative
moss usually grows in a dry environment is wrong because moss is a kind of plant.,negative
moss usually grows in a dry environment is wrong because moss grows in damp conditions.,positive
moss usually grows in a dry environment is wrong because some plants prefer to grow in a dry environment.,negative
steamed bread is not edible is wrong because steamed bread is made of flour.,negative
steamed bread is not edible is wrong because steamed bread can be made into various shapes.,negative
steamed bread is not edible is wrong because steamed bread is a common food.,positive
fish can also live in the forest is wrong because fish can breathe in the water.,negative
fish can also live in the forest is wrong because fish is a kind of aquatic animal so they need water to live.,positive
fish can also live in the forest is wrong because there are many animals living in the forest.,negative
the yellow river is in brazil is wrong because the yellow river is china's mother river.,positive
the yellow river is in brazil is wrong because the yellow river is very long.,negative
the yellow river is in brazil is wrong because there are also many rivers in brazil.,negative
he used to drink diesel every morning is wrong because people can't drink diesel.,positive
he used to drink diesel every morning is wrong because you can buy both diesel and coffee in gas stations.,negative
he used to drink diesel every morning is wrong because people used to drink different drinks in the morning.,negative
humans have tails is wrong because the tail has degenerated in human evolution.,positive
"humans have tails is wrong because the apes, who have tails, were the ancestors of humans.",negative
humans have tails is wrong because the human brain is very complicated.,negative
he drove into the train station to refuel is wrong because there are trains in train stations.,negative
he drove into the train station to refuel is wrong because trains also need to be refueled.,negative
he drove into the train station to refuel is wrong because the train station is not a place for people to refuel their cars.,positive
8-year-old tom can drive the plane already is wrong because driving the plane is difficult and 8-year-olds can't be able to master the skills required.,positive
8-year-old tom can drive the plane already is wrong because driving the plane sounds really cool but it is actually challenging.,negative
8-year-old tom can drive the plane already is wrong because 8-year-old children can do many things independently already.,negative
mint can confuse the mind is wrong because mint has a special aroma which makes one's mind clear.,positive
mint can confuse the mind is wrong because mint is a kind of plant which can be kept at home.,negative
mint can confuse the mind is wrong because some specific material can confuse the mind.,negative
the ripe wheat is green is wrong because flour is made from ripe wheat.,negative
the ripe wheat is green is wrong because ripe wheat contains a large amount of lutein so it is usually golden.,positive
the ripe wheat is green is wrong because some crops are green when they are ripe.,negative
he refueled his bike is wrong because bike is a kind of transportation.,negative
he refueled his bike is wrong because you have to pay to refuel.,negative
he refueled his bike is wrong because bikes do not need to be refueled.,positive
apples can only be read is wrong because apples can be big or small.,negative
apples can only be read is wrong because there are some red fruit apart from apples.,negative
"apples can only be read is wrong because apples can be red, green or yellow.",positive
roses are only red is wrong because red roses symbolize love.,negative
roses are only red is wrong because the flower branch of the rose has a sharp spike.,negative
"roses are only red is wrong because the roses can have red, white, pink and yellow colors.",positive
mice eat cats is wrong because some pet cats never eat mice.,negative
mice eat cats is wrong because snakes eat mice.,negative
mice eat cats is wrong because cats are too big for mice to eat.,positive
the lotus grows in the soil is wrong because the lotus opens in the summer.,negative
the lotus grows in the soil is wrong because many flowers grow in the soil.,negative
the lotus grows in the soil is wrong because the lotus is a kind of aquatic plant so it grows in the water.,positive
"cheese is a kind of soy product is wrong because cheese is made from milk, not soy.",positive
cheese is a kind of soy product is wrong because the nutritional value of cheese is rich.,negative
cheese is a kind of soy product is wrong because tofu is a soy product.,negative
air can't help combustion is wrong because oil can help combustion.,negative
"air can't help combustion is wrong because air contains oxygen, which can help combustion.",positive
air can't help combustion is wrong because air is a colorless and tasteless gas.,negative
wood can't burn is wrong because wood is flammable.,positive
wood can't burn is wrong because not everything can burn.,negative
wood can't burn is wrong because woodburning produces smoke.,negative
car exhaust has no adverse effect on the atmosphere is wrong because the use of a purification device can reduce the emissions of car exhaust.,negative
car exhaust has no adverse effect on the atmosphere is wrong because human activities have a great effect on the atmosphere.,negative
car exhaust has no adverse effect on the atmosphere is wrong because car exhaust has a variety of harmful gases.,positive
the altitude of the plateau is very low is wrong because plateaus have high altitudes.,positive
the altitude of the plateau is very low is wrong because the altitude of the basin is very low.,negative
the altitude of the plateau is very low is wrong because the qinghai-tibet plateau is the largest plateau in china.,negative
the kangaroo's tail is useless is wrong because kangaroos are not the only animal with tails.,negative
the kangaroo's tail is useless is wrong because the kangaroo's pouch is useful.,negative
the kangaroo's tail is useless is wrong because the kangaroo's tail can help it to be balanced.,positive
cats have no sex is wrong because cats like to eat fish.,negative
cats have no sex is wrong because cats can be divided into male and female cats so cats have sex.,positive
cats have no sex is wrong because most animals have sex.,negative
mobile phone can not make phone calls is wrong because making phone calls can help us get connected with others.,negative
mobile phone can not make phone calls is wrong because mobile phone has a calling function.,positive
mobile phone can not make phone calls is wrong because mobile phones can take pictures.,negative
confucianism is an important part of american culture is wrong because confucianism is originated in china.,positive
confucianism is an important part of american culture is wrong because confucius has many students.,negative
confucianism is an important part of american culture is wrong because american culture is unique and brilliant.,negative
water can't be boiled in any condition is wrong because water can be boiled when it reaches its boiling point.,positive
water can't be boiled in any condition is wrong because pure water is colorless and tasteless.,negative
water can't be boiled in any condition is wrong because some people are used to drinking boiled water.,negative
pure water is gas is wrong because pure water can be drunk.,negative
pure water is gas is wrong because pure water is transparent liquid.,positive
pure water is gas is wrong because water vapor is not gas.,negative
grapes grow on trees is wrong because raisins are made of grapes.,negative
grapes grow on trees is wrong because apples grow on trees.,negative
"grapes grow on trees is wrong because grapes do not have trees, only vines.",positive
there can't be fish in the river is wrong because there can't be clouds in the river.,negative
there can't be fish in the river is wrong because there are fish in the lake.,negative
there can't be fish in the river is wrong because water is the growth environment of fish.,positive
wine is made from bananas is wrong because both bananas and grapes are fruit.,negative
wine is made from bananas is wrong because wine contains alcohol.,negative
wine is made from bananas is wrong because the raw material of wine is grapes.,positive
the winter temperature in the north is very high is wrong because the winter in the north is usually cold and the temperature is usually low.,positive
the winter temperature in the north is very high is wrong because it snows sometimes in winter in the north.,negative
the winter temperature in the north is very high is wrong because the winter temperature in the south is not that low.,negative
nails never grow is wrong because the main ingredient of the nail is the keratin.,negative
nails never grow is wrong because the root of the nail will constantly produce new cells so the nail will grow.,positive
nails never grow is wrong because nail growing too fast can be annoying.,negative
milk is bad for health is wrong because both milk and health are nouns.,negative
milk is bad for health is wrong because we shouldn't eat things that are bad for our health.,negative
milk is bad for health is wrong because milk is rich in nutrients and good for health.,positive
alcohol can not disinfect is wrong because equipment in the hospital is disinfected.,negative
alcohol can not disinfect is wrong because alcohol can kill bacteria.,positive
alcohol can not disinfect is wrong because alcohol has a pungent smell.,negative
bulls can conceive is wrong because cows can conceive.,negative
bulls can conceive is wrong because bulls have no uterus and can't conceive.,positive
bulls can conceive is wrong because bulls and cows look similar.,negative
"the closer your eyes are to the screen, the better is wrong because eyes being too close to the tv screen can affect vision.",positive
"the closer your eyes are to the screen, the better is wrong because an eye cannot be watching two screens at the same time.",negative
"the closer your eyes are to the screen, the better is wrong because both tv and computer have screens.",negative
the moon can produce light is wrong because the light of the moon is the result of reflecting sunlight.,positive
the moon can produce light is wrong because there is no life on the moon.,negative
the moon can produce light is wrong because the lights and lamps can produce light.,negative
people sweat when they are cold is wrong because sweat is expelled through sweat glands.,negative
people sweat when they are cold is wrong because sweating is a way for human bodies to lose heat.,positive
people sweat when they are cold is wrong because people may tremble when they are cold.,negative
rubber never hardens is wrong because rubber will harden when it ages over time.,positive
rubber never hardens is wrong because rubber is inedible.,negative
"rubber never hardens is wrong because when rubber hardens, it becomes useless.",negative
it's more comfortable to sit in a chair without a back is wrong because sitting in a chair requires less energy than standing.,negative
it's more comfortable to sit in a chair without a back is wrong because a chair with a back can relax the back.,positive
it's more comfortable to sit in a chair without a back is wrong because it's comfortable to lay in the bed.,negative
there's never a spark when you take your sweater off in winter is wrong because sometimes we can see the sparks in the dark.,negative
there's never a spark when you take your sweater off in winter is wrong because sweaters can keep you warm in winter.,negative
"there's never a spark when you take your sweater off in winter is wrong because in dry winter, friction between synthetic fabrics can spark static electricity.",positive
people feel strong when they catch a cold is wrong because cold affects the body's immune system and makes people weak.,positive
people feel strong when they catch a cold is wrong because no one wants to catch a cold.,negative
people feel strong when they catch a cold is wrong because people feel stronger after they have exercises.,negative
she uses the trash bin to cook is wrong because trash bins can be bought in supermarkets.,negative
she uses the trash bin to cook is wrong because trash bins are too unsanitary to cook.,positive
she uses the trash bin to cook is wrong because cooking usually requires various equipment.,negative
there are more mosquitoes in the day than at night is wrong because mosquitoes feed on blood.,negative
there are more mosquitoes in the day than at night is wrong because there are insects both in the day and at night.,negative
there are more mosquitoes in the day than at night is wrong because mosquitoes are nocturnal.,positive
snow is red is wrong because snow is more common in winter than summer.,negative
"snow is red is wrong because snow is usually white, not red.",positive
"snow is red is wrong because if you pour red pigments on the snow, it would be red.",negative
open the wall when you get up in the morning is wrong because have breakfast when you get up in the morning.,negative
open the wall when you get up in the morning is wrong because you can open your closet in the morning to pick the clothes.,negative
open the wall when you get up in the morning is wrong because wall cannot be opened.,positive
human blood is green is wrong because human blood contains a large number of red blood cells so it is red.,positive
human blood is green is wrong because human blood contains plasma.,negative
human blood is green is wrong because aliens may have green blood.,negative
wintersweet blossoms in summer is wrong because many flowers blossom in summer.,negative
wintersweet blossoms in summer is wrong because wintersweet usually blossoms in a low temperature.,positive
wintersweet blossoms in summer is wrong because the wintersweet has a strong aroma.,negative
bamboo is solid is wrong because many trees have solid trunks.,negative
bamboo is solid is wrong because the hollow trunk is the characteristic of bamboo.,positive
bamboo is solid is wrong because bamboo can make flutes.,negative
doors can be opened without the key when they are locked is wrong because opening a locked door is not difficult if you have the right key.,negative
doors can be opened without the key when they are locked is wrong because you can only unlock the locked door with a key.,positive
doors can be opened without the key when they are locked is wrong because the doors of offices are locked on weekends.,negative
glue can't be used to stick things is wrong because double-sided tape can be used to stick things.,negative
glue can't be used to stick things is wrong because glue is sticky and its function is to stick things.,positive
glue can't be used to stick things is wrong because glue hardens when exposed to air.,negative
pyramids are used for living is wrong because pyramid is one of the four wonders of oriental culture.,negative
pyramids are used for living is wrong because the pyramid of khufu is the largest pyramid in the world.,negative
pyramids are used for living is wrong because the pyramids are the tombs of ancient egyptian kings.,positive
"get up early in the morning and open the window to block fresh air out is wrong because opening the window will let fresh air in, not block it out.",positive
get up early in the morning and open the window to block fresh air out is wrong because breathing fresh air is good for health.,negative
get up early in the morning and open the window to block fresh air out is wrong because not everyone has the habit of getting up early and opening the window.,negative
hot springs are icy is wrong because a hot spring is a kind of spring water but not all the spring water is hot spring.,negative
hot springs are icy is wrong because groundwater flows through hot magma and turns into hot water so the hot springs are hot.,positive
"hot springs are icy is wrong because if you put a lot of ice into the hot spring, it may turn icy.",negative
a towel can not dry the water on your body is wrong because a towel is a cleaning product.,negative
a towel can not dry the water on your body is wrong because the water on your body will dry up even if you don't use the towel.,negative
a towel can not dry the water on your body is wrong because towels have a certain degree of water absorption.,positive
plastic does not change when exposed to sunlight is wrong because plastic is a kind of high molecular compound.,negative
plastic does not change when exposed to sunlight is wrong because plastic ages and becomes brittle when exposed to sunlight.,positive
plastic does not change when exposed to sunlight is wrong because plastic should not be exposed to sunlight for long.,negative
a building can float on water is wrong because a building is usually built on land.,negative
a building can float on water is wrong because a building is too heavy to float on water.,positive
a building can float on water is wrong because light things can easily float on water.,negative
the silk road was paved with silk is wrong because the silk road is divided into land silk road and sea silk road.,negative
the silk road was paved with silk is wrong because silk was very precious and expensive.,negative
"the silk road was paved with silk is wrong because silk is the primary commercial on the silk road, not the paving material.",positive
there are still living dinosaurs in the world is wrong because there are still living tigers in the world.,negative
there are still living dinosaurs in the world is wrong because different kinds of dinosaurs differ greatly in size and behavior.,negative
there are still living dinosaurs in the world is wrong because dinosaurs are extinct.,positive
cut apples don't change color when they expose in the air for a long time is wrong because open apples oxidize when exposed to air.,positive
cut apples don't change color when they expose in the air for a long time is wrong because exposing cut apples in the air is not a good idea.,negative
cut apples don't change color when they expose in the air for a long time is wrong because apples grow on trees.,negative
smoking has no effect on health is wrong because cigarettes contain a lot of harmful substances.,positive
smoking has no effect on health is wrong because bad living habits have bad effects on health.,negative
smoking has no effect on health is wrong because smoking is prohibited in public.,negative
owls have very stiff necks is wrong because stiff necks are not flexible.,negative
owls have very stiff necks is wrong because owls are warm-blooded.,negative
owls have very stiff necks is wrong because an owl can turn its head around 270 degrees.,positive
the largest area on earth is the land is wrong because oceans cover about 71 percent of the earth's surface area.,positive
the largest area on earth is the land is wrong because humans live on the land.,negative
the largest area on earth is the land is wrong because there are many creatures both on the land and in the ocean.,negative
the tongue cannot taste is wrong because the tongue is in the mouth.,negative
the tongue cannot taste is wrong because we can taste different flavors.,negative
the tongue cannot taste is wrong because there are many taste buds on the tongue so it can taste.,positive
honey peaches are not peaches is wrong because honey peaches is a kind of peaches.,positive
honey peaches are not peaches is wrong because not all the peaches are honey peaches.,negative
honey peaches are not peaches is wrong because honey peaches have very thin peels.,negative
human appearance is only determined by their genes is wrong because there are no two people whose appearances are the same.,negative
human appearance is only determined by their genes is wrong because human appearance is determined by both genes and the external environment.,positive
human appearance is only determined by their genes is wrong because genes can determine many things.,negative
edible salt cannot be used for seasoning is wrong because salt adds saltiness to food so it can be used for seasoning.,positive
edible salt cannot be used for seasoning is wrong because edible salt is white crystal.,negative
edible salt cannot be used for seasoning is wrong because different seasonings can be used to adjust different flavors.,negative
sugar and salt taste the same is wrong because both sugar and salt can be used for seasoning.,negative
sugar and salt taste the same is wrong because salt can be found in seawater but sugar can't.,negative
sugar and salt taste the same is wrong because sugar tastes sweet and salty tastes salty.,positive
"when there is no water when thirsty, you can use oil instead is wrong because water is denser than oil.",negative
"when there is no water when thirsty, you can use oil instead is wrong because water and oil do not mix.",negative
"when there is no water when thirsty, you can use oil instead is wrong because oil is not drinkable.",positive
glass must be transparent is wrong because transparent glass does not block your vision.,negative
glass must be transparent is wrong because the main component of glass is silica.,negative
glass must be transparent is wrong because some kinds of glass are not transparent.,positive
she uses a pen to cut papers is wrong because cutting papers into different shapes is fun.,negative
she uses a pen to cut papers is wrong because he uses a pen to sign.,negative
she uses a pen to cut papers is wrong because pens don't have the function of cutting papers.,positive
aunt is a male is wrong because uncle is a male.,negative
aunt is a male is wrong because aunt is a kinship term.,negative
aunt is a male is wrong because aunt is my father's sister which is a female.,positive
a magnifying glass zooms out objects insight is wrong because a magnifying glass is an optical device.,negative
a magnifying glass zooms out objects insight is wrong because concave lens will zoom out objects insight.,negative
a magnifying glass zooms out objects insight is wrong because the function of a magnifying glass is to magnify objects insight.,positive
a man has four legs is wrong because a man is an upright walking animal so he should have two legs.,positive
a man has four legs is wrong because a man has two arms and two hands.,negative
a man has four legs is wrong because legs can help us walk.,negative
"eyelashes grow above the mouths is wrong because above the mouth, there grows nose.",negative
eyelashes grow above the mouths is wrong because eyelashes grow at the front of the eyelid.,positive
eyelashes grow above the mouths is wrong because eyelashes can keep dirt from the environment out of your eyes.,negative
normal people can only see black and white is wrong because the retinas in normal eyes can distinguish between different colors.,positive
normal people can only see black and white is wrong because normal people can see things clearly as they are.,negative
normal people can only see black and white is wrong because black and white photos are unique and impressive.,negative
durian has no smell is wrong because different fruit have different smells.,negative
durian has no smell is wrong because the flesh of the durian is pale yellow.,negative
durian has no smell is wrong because durian has a unique smell which some people may find it annoying.,positive
pandas are colorful on the outside is wrong because the panda is a national treasure of china.,negative
pandas are colorful on the outside is wrong because the panda's appearance is only black and white.,positive
pandas are colorful on the outside is wrong because parrots are colorful on the outside.,negative
seahorses live on the grassland is wrong because horses live on the grassland.,negative
seahorses live on the grassland is wrong because seahorses is marine life and lives in the sea.,positive
seahorses live on the grassland is wrong because seahorses feed on small crustaceans.,negative
the body can only sweat through the tongue is wrong because we often sweat after exercises.,negative
the body can only sweat through the tongue is wrong because the tongue is a part of our body.,negative
the body can only sweat through the tongue is wrong because sweat glands are distributed all over the surface of the skin.,positive
bitter melon has a smooth surface is wrong because bitter melon is an annual plant.,negative
bitter melon has a smooth surface is wrong because the watermelon has a smooth surface.,negative
bitter melon has a smooth surface is wrong because bitter melon has many bumps on the surface.,positive
seedless watermelons have no fruit is wrong because watermelon contains a lot of water.,negative
seedless watermelons have no fruit is wrong because all the watermelons have fruit.,positive
seedless watermelons have no fruit is wrong because seedless watermelons are easier to eat.,negative
birds can only fly is wrong because different birds have different habitats.,negative
birds can only fly is wrong because humans cannot fly.,negative
birds can only fly is wrong because birds can both walk and fly.,positive
squirrels have very small tails is wrong because squirrels feed on nuts.,negative
squirrels have very small tails is wrong because squirrels have big tails to keep balance.,positive
squirrels have very small tails is wrong because squirrels is not the only animal with tails.,negative
leaves will not fall is wrong because leaves usually turn yellow before they fall.,negative
leaves will not fall is wrong because decay fallen leaves can provide nutrients for big trees.,negative
leaves will not fall is wrong because the leaves contain abscisic acid which makes them fall.,positive
snakes never shed their skins is wrong because shedding skins is a normal physiological phenomenon for snakes.,positive
snakes never shed their skins is wrong because snakes hibernate in winter.,negative
snakes never shed their skins is wrong because snakes is not the only animal who shed skins.,negative
people never yawn is wrong because people usually open their mouths when yawning.,negative
people never yawn is wrong because seriously ill people rarely yawn.,negative
people never yawn is wrong because people yawn when they feel tired.,positive
snakes walk on their feet is wrong because cobra is a kind of poisonous snake.,negative
snakes walk on their feet is wrong because we humans walk on our feet.,negative
snakes walk on their feet is wrong because snakes have no feet.,positive
people's hair will still be black when they get old is wrong because the melanin in hair decreases as the body ages.,positive
people's hair will still be black when they get old is wrong because hair dyeing can change the color of hair.,negative
people's hair will still be black when they get old is wrong because many things will change when people get old.,negative
ostriches can fly is wrong because ostriches can run very fast.,negative
ostriches can fly is wrong because ostriches live in desert areas.,negative
ostriches can fly is wrong because the wings of the ostrich are too weak to help them fly.,positive
winter in antarctica is warmer than that in australia is wrong because australia is a country while antarctica is an area.,negative
winter in antarctica is warmer than that in australia is wrong because winter in antarctica is the coldest.,positive
winter in antarctica is warmer than that in australia is wrong because penguins live in antarctica.,negative
every volcano erupts is wrong because volcanoes are a common landform.,negative
every volcano erupts is wrong because extinct volcanoes are inactive.,positive
every volcano erupts is wrong because volcano eruption is terrifying.,negative
"a camel's hump is useless is wrong because camels are called ""ships in the desert"".",negative
a camel's hump is useless is wrong because a camel's hump stores a lot of fat.,positive
a camel's hump is useless is wrong because camels are divided into dromedary camels and two-humped camels.,negative
there are many green plants in the desert is wrong because the desert climate is dry and not conducive to plant growth.,positive
there are many green plants in the desert is wrong because there is a lot of sand in the desert.,negative
there are many green plants in the desert is wrong because some companies like to have green plants in their offices.,negative
clouds will fall onto the ground is wrong because clouds can be transformed into many shapes.,negative
clouds will fall onto the ground is wrong because the water vapor that forms clouds is very light in mass.,positive
clouds will fall onto the ground is wrong because raindrops will fall onto the ground.,negative
clouds are solid is wrong because clouds are the result of the earth's water cycle.,negative
clouds are solid is wrong because clouds are formed from water vapor.,positive
clouds are solid is wrong because stones are solid.,negative
the tide of the sea never rises or falls is wrong because the seawater has the phenomenon of high tide and low tide.,positive
the tide of the sea never rises or falls is wrong because tides are periodic movements.,negative
the tide of the sea never rises or falls is wrong because scenes are different when the sea tide rises and falls.,negative
the sun is an iced ball is wrong because fusion of hydrogen atoms inside the sun produces a lot of heat.,positive
the sun is an iced ball is wrong because the sun is the central celestial body of the solar system.,negative
the sun is an iced ball is wrong because both the sun and the moon are in the shape of balls.,negative
the earth is a cube is wrong because the earth is in the solar system.,negative
the earth is a cube is wrong because cubes look different from spheres.,negative
the earth is a cube is wrong because the earth is an irregular oval sphere.,positive
fish cannot float or sink in water is wrong because fish can control their ups and downs through swim bladder.,positive
fish cannot float or sink in water is wrong because great swimmers can float and sink in water.,negative
fish cannot float or sink in water is wrong because a fish is a vertebrate.,negative
fish will jump out of the water before stock plunge is wrong because it is not common to see fish jumping out of the water.,negative
fish will jump out of the water before stock plunge is wrong because there might be some signs before the stock plunge.,negative
fish will jump out of the water before stock plunge is wrong because fish cannot be able to know when there will be a stock plunge.,positive
ostriches never stick their heads in the sand is wrong because an ostrich has long legs and a long neck.,negative
ostriches never stick their heads in the sand is wrong because it is stupid to stick your head in the sand.,negative
ostriches never stick their heads in the sand is wrong because ostriches often eat sand with their heads down to help with food digestion.,positive
butterflies line up when flying is wrong because butterfly is a common insect which can be very beautiful sometimes.,negative
butterflies line up when flying is wrong because lining up when flying has certain functions.,negative
butterflies line up when flying is wrong because butterflies do not have the habit of lining up when flying.,positive
sugar can decay the spine is wrong because sugar can't directly contact the spine.,positive
"sugar can decay the spine is wrong because sugar is very sweet, so many children like to eat it.",negative
sugar can decay the spine is wrong because people protect their spines.,negative
water evaporates into vapor when the temperature goes down is wrong because water evaporation happens when the temperature goes higher.,negative
water evaporates into vapor when the temperature goes down is wrong because the evaporation process of water requires a high temperature.,positive
"water evaporates into vapor when the temperature goes down is wrong because in winter, the temperature goes down and people can find vapor on windows.",negative
his obsession with sports brought him poor health is wrong because his obsession with smoke brought him poor health.,negative
his obsession with sports brought him poor health is wrong because sports is good for health.,positive
his obsession with sports brought him poor health is wrong because many parents do not want their children to obsess with sports.,negative
trees in metropolitan have become taller than ever is wrong because the increase in city size has no relation to the height of trees.,positive
trees in metropolitan have become taller than ever is wrong because there are more trees in the metropolitan than ever.,negative
trees in metropolitan have become taller than ever is wrong because the trees in metropolitan are taller than people.,negative
he was fired because he succeeded in meeting the requirements of the company is wrong because meeting the company's requirements can't be a reason to dismiss employees.,positive
he was fired because he succeeded in meeting the requirements of the company is wrong because the boss like the employer who can succeed in meeting the requirements of the company.,negative
he was fired because he succeeded in meeting the requirements of the company is wrong because he was fired because he drafted unreasonable requirements of the company.,negative
i turned up my collar against the fog to keep warm is wrong because people need to keep warm in the fog.,negative
i turned up my collar against the fog to keep warm is wrong because fog filled the air and the collar can't stop it.,positive
"i turned up my collar against the fog to keep warm is wrong because some warm clothes have collars, others don't.",negative
this device is designed for the conversion of usable products into waste is wrong because some useless products and devices converse into waste.,negative
this device is designed for the conversion of usable products into waste is wrong because converting usable products into waste is a waste of resources.,positive
this device is designed for the conversion of usable products into waste is wrong because people can make a profit from the conversion of waste into usable products.,negative
squirrel will make a store of leaves for the winter is wrong because leaves don't bring enough nutrition to squirrels in winter.,positive
squirrel will make a store of leaves for the winter is wrong because squirrels will store food for the cold winter.,negative
squirrel will make a store of leaves for the winter is wrong because there are few leaves on the branches in the winter.,negative
babies often walk on the floor before they learn to crawl is wrong because the baby's development sequence is to crawl first and then walk.,positive
babies often walk on the floor before they learn to crawl is wrong because babies can not avoid falling on the floor when they are learning how to walk.,negative
babies often walk on the floor before they learn to crawl is wrong because parents should take care of their babies when they are learning how to crawl and walk.,negative
he has put himself under undue strain and needs to exercise vigorously is wrong because some people under undue strain will do exercise to release the burden.,negative
he has put himself under undue strain and needs to exercise vigorously is wrong because vigorous exercise can help you lose weight quickly.,negative
he has put himself under undue strain and needs to exercise vigorously is wrong because vigorous exercise will only increase the burden on the body.,positive
"he drunk a lot at the party so he is sober enough to drive us home is wrong because after driving us home, he went to the party and drunk a lot.",negative
he drunk a lot at the party so he is sober enough to drive us home is wrong because a driver can not be sober after driving for too long time.,negative
"he drunk a lot at the party so he is sober enough to drive us home is wrong because it is difficult to stay sober after drinking a lot of, and driving is very dangerous at this time.",positive
